customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,internet_service,online_security,tech_support,paperless_billing,monthly_charges,total_charges,churn
CUST-13486,Female,0,Yes,Yes,20,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,56.41,1135.56,No
CUST-13487,Male,0,Yes,No,9,Two year,Credit card,No,No,No,No,78.48,730.06,No
CUST-13488,Female,0,No,No,9,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,60.97,547.85,Yes
CUST-13489,Female,0,Yes,No,11,Two year,Bank transfer,No,No,No,Yes,42.83,451.74,No
CUST-13490,Male,0,Yes,Yes,22,One year,Credit card,DSL,Yes,No internet service,Yes,50.67,1071.09,No
CUST-13491,Male,0,No,No,16,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,78.16,1242.2,No
CUST-13492,Female,0,Yes,No,25,One year,Bank transfer,DSL,No,Yes,Yes,25.8,611.63,No
CUST-13493,Female,0,No,No,0,Month-to-month,Mailed check,DSL,Yes,No,No,57.13,20.0,Yes
CUST-13494,Male,0,Yes,No,2,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,67.88,147.43,No
CUST-13495,Male,1,No,No,72,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,105.13,7234.82,Yes
CUST-13496,Female,0,Yes,No,72,Month-to-month,Credit card,DSL,No,No,No,111.3,8057.91,No
CUST-13497,Male,1,No,No,32,Month-to-month,Electronic check,Fiber optic,No,No,Yes,79.66,2496.29,Yes
CUST-13498,Female,0,Yes,No,7,Month-to-month,Mailed check,No,Yes,No,Yes,62.3,437.1,No
CUST-13499,Female,0,No,No,72,Month-to-month,Bank transfer,Fiber optic,No,No,No,101.23,6880.12,No
CUST-13500,Male,0,No,No,5,Month-to-month,Bank transfer,DSL,No internet service,Yes,Yes,94.24,492.75,Yes
CUST-13501,Male,1,Yes,Yes,31,Month-to-month,Bank transfer,No,Yes,No,Yes,76.65,2398.92,No
CUST-13502,Male,0,Yes,No,2,Two year,Electronic check,Fiber optic,No internet service,No,No,89.47,193.03,No
CUST-13503,Male,0,Yes,No,25,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,53.52,1280.15,Yes
CUST-13504,Male,0,Yes,Yes,34,Two year,Bank transfer,No,Yes,No,Yes,22.94,816.6,No
CUST-13505,Female,0,No,Yes,47,Month-to-month,Mailed check,DSL,Yes,No internet service,Yes,90.01,4368.16,No
CUST-13506,Female,0,Yes,No,31,Two year,Credit card,DSL,No,No,Yes,57.3,1844.12,No
CUST-13507,Male,0,No,No,61,Two year,Bank transfer,DSL,No,No,No,66.44,3906.27,No
CUST-13508,Male,0,No,Yes,17,Month-to-month,Credit card,Fiber optic,No,No,Yes,69.21,1123.77,No
CUST-13509,Male,0,Yes,Yes,27,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,93.25,2605.49,No
CUST-13510,Female,0,No,No,11,One year,Bank transfer,Fiber optic,No,No,No,45.1,539.4,No
CUST-13511,Male,0,Yes,Yes,0,One year,Bank transfer,Fiber optic,No internet service,No internet service,Yes,21.33,20.0,Yes
CUST-13512,Male,0,Yes,Yes,33,Month-to-month,Electronic check,Fiber optic,Yes,No,No,72.42,2399.04,No
CUST-13513,Female,1,Yes,No,48,Two year,Electronic check,DSL,No internet service,No internet service,Yes,100.75,4611.51,No
CUST-13514,Female,1,No,No,4,Month-to-month,Mailed check,DSL,No internet service,Yes,Yes,23.32,110.75,No
CUST-13515,Male,1,Yes,No,0,One year,Mailed check,DSL,Yes,No,No,70.28,20.0,No
CUST-13516,Male,0,No,Yes,4,Month-to-month,Electronic check,Fiber optic,No,No,No,73.51,308.39,Yes
CUST-13517,Male,1,Yes,No,54,Month-to-month,Bank transfer,No,Yes,No,Yes,119.02,6538.67,No
CUST-13518,Female,0,No,Yes,8,Month-to-month,Electronic check,DSL,Yes,No,No,80.9,696.81,No
CUST-13519,Male,0,No,No,6,Month-to-month,Credit card,No,No,No internet service,No,32.09,195.77,No
CUST-13520,Male,0,Yes,Yes,0,Two year,Bank transfer,DSL,No,No,Yes,77.65,20.0,No
CUST-13521,Male,0,No,Yes,8,One year,Electronic check,No,No,No,Yes,68.93,559.58,No
CUST-13522,Female,1,No,No,30,Two year,Mailed check,No,No,No,No,75.31,2187.8,No
CUST-13523,Female,0,Yes,No,72,Two year,Credit card,Fiber optic,Yes,No,No,18.0,1315.12,No
CUST-13524,Male,0,Yes,Yes,9,Month-to-month,Credit card,DSL,No,Yes,No,29.73,296.38,No
CUST-13525,Male,0,Yes,No,6,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,33.73,220.68,No
CUST-13526,Female,0,No,No,52,Two year,Bank transfer,DSL,Yes,No,Yes,120.0,6404.0,No
CUST-13527,Female,0,No,No,45,One year,Credit card,Fiber optic,No,No,No,66.45,2843.68,No
CUST-13528,Female,0,Yes,No,9,One year,Credit card,Fiber optic,No,No internet service,No,37.17,343.04,No
CUST-13529,Female,0,Yes,No,1,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,Yes,72.62,87.26,No
CUST-13530,Female,0,No,No,72,Two year,Mailed check,Fiber optic,Yes,No,Yes,71.48,5093.92,No
CUST-13531,Female,0,No,Yes,27,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,78.11,2152.0,No
CUST-13532,Female,0,No,No,62,Two year,Electronic check,No,No,No,Yes,32.08,1982.9,No
CUST-13533,Female,0,No,Yes,10,Two year,Credit card,DSL,Yes,Yes,No,72.34,770.02,No
CUST-13534,Female,1,Yes,Yes,25,One year,Mailed check,No,Yes,No,No,52.62,1373.53,No
CUST-13535,Male,0,Yes,Yes,26,Month-to-month,Mailed check,Fiber optic,Yes,No internet service,No,43.12,1100.38,Yes
CUST-13536,Male,0,Yes,Yes,49,Month-to-month,Electronic check,DSL,No,No internet service,No,103.0,4995.52,Yes
CUST-13537,Male,0,No,No,72,Month-to-month,Electronic check,DSL,No,No,Yes,105.57,7598.64,No
CUST-13538,Female,0,Yes,No,2,One year,Electronic check,DSL,Yes,No internet service,Yes,73.08,169.25,No
CUST-13539,Male,0,Yes,No,23,Month-to-month,Credit card,DSL,No,No internet service,Yes,49.1,1049.03,No
CUST-13540,Female,0,No,Yes,9,Two year,Mailed check,Fiber optic,No,No,Yes,68.33,647.95,No
CUST-13541,Female,0,Yes,No,40,One year,Electronic check,Fiber optic,No,No,Yes,18.0,675.2,No
CUST-13542,Male,0,Yes,No,33,Two year,Electronic check,Fiber optic,No,No,No,110.02,3679.45,Yes
CUST-13543,Female,0,No,No,53,Month-to-month,Mailed check,DSL,No,Yes,No,112.54,5804.47,No
CUST-13544,Male,0,Yes,Yes,10,Two year,Bank transfer,Fiber optic,No,No,Yes,111.31,1061.4,No
CUST-13545,Male,0,Yes,Yes,4,One year,Bank transfer,Fiber optic,No,No,Yes,39.55,179.16,No
CUST-13546,Male,0,No,No,0,Two year,Credit card,No,No,No,Yes,64.43,20.0,No
CUST-13547,Female,1,Yes,No,7,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,103.24,760.25,No
CUST-13548,Male,0,Yes,No,10,Month-to-month,Mailed check,No,No,No,Yes,21.94,223.85,Yes
CUST-13549,Female,0,No,Yes,70,One year,Mailed check,DSL,No,Yes,Yes,71.66,4989.13,No
CUST-13550,Male,0,Yes,Yes,16,Month-to-month,Bank transfer,DSL,No internet service,Yes,Yes,51.05,836.37,No
CUST-13551,Male,1,No,Yes,19,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,18.0,330.49,Yes
CUST-13552,Male,0,Yes,No,50,Two year,Bank transfer,Fiber optic,No internet service,No internet service,No,81.04,3866.31,No
CUST-13553,Female,0,Yes,No,51,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,70.99,3335.08,No
CUST-13554,Female,0,Yes,Yes,18,Month-to-month,Electronic check,DSL,No,Yes,Yes,67.69,1192.76,No
CUST-13555,Female,1,Yes,No,2,Month-to-month,Mailed check,Fiber optic,No,No,No,31.31,83.19,No
CUST-13556,Male,1,Yes,No,7,Two year,Electronic check,Fiber optic,No internet service,No,Yes,99.74,732.7,Yes
CUST-13557,Male,0,Yes,No,14,One year,Electronic check,DSL,No,No,No,76.84,1111.34,No
CUST-13558,Female,0,No,Yes,33,Month-to-month,Mailed check,No,No,No internet service,No,78.36,2452.67,No
CUST-13559,Female,0,Yes,No,29,Month-to-month,Mailed check,Fiber optic,No internet service,No,No,93.57,2522.7,Yes
CUST-13560,Female,0,No,No,24,Two year,Electronic check,DSL,No,No,Yes,82.59,2063.36,No
CUST-13561,Female,0,Yes,No,50,Month-to-month,Electronic check,Fiber optic,No,No,No,45.8,2336.05,No
CUST-13562,Female,0,Yes,No,38,Month-to-month,Mailed check,DSL,Yes,No,No,80.22,3108.87,Yes
CUST-13563,Female,0,Yes,Yes,72,Month-to-month,Electronic check,DSL,No,No internet service,No,67.59,4597.54,No
CUST-13564,Male,0,No,Yes,52,Month-to-month,Credit card,No,No internet service,No,Yes,67.06,3457.68,No
CUST-13565,Female,0,No,No,5,One year,Credit card,DSL,No,No,No,83.06,449.71,No
CUST-13566,Male,0,No,No,1,One year,Credit card,Fiber optic,No internet service,No,Yes,34.63,55.5,No
CUST-13567,Male,0,Yes,No,12,One year,Mailed check,DSL,No,Yes,No,18.0,223.06,No
CUST-13568,Female,1,Yes,No,23,Month-to-month,Credit card,DSL,Yes,Yes,Yes,54.83,1334.85,No
CUST-13569,Female,0,No,No,24,Month-to-month,Bank transfer,DSL,No,No,No,18.0,433.34,No
CUST-13570,Male,0,Yes,No,7,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,53.45,388.88,No
CUST-13571,Female,0,Yes,No,47,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,18.0,874.2,No
CUST-13572,Female,0,Yes,No,9,Month-to-month,Mailed check,DSL,Yes,Yes,No,67.18,586.91,No
CUST-13573,Male,0,Yes,No,60,One year,Bank transfer,Fiber optic,No,No,No,61.69,3569.72,No
CUST-13574,Male,0,Yes,No,15,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,62.62,996.3,No
CUST-13575,Male,0,No,No,0,One year,Mailed check,Fiber optic,Yes,No,Yes,82.03,20.0,Yes
CUST-13576,Female,0,No,Yes,4,Month-to-month,Bank transfer,DSL,Yes,No,No,98.68,376.46,No
CUST-13577,Male,0,No,No,2,Month-to-month,Electronic check,DSL,No internet service,No,Yes,47.26,118.75,Yes
CUST-13578,Female,1,Yes,No,1,Month-to-month,Credit card,No,No internet service,Yes,Yes,71.52,93.76,No
CUST-13579,Male,0,No,No,30,One year,Electronic check,Fiber optic,No internet service,No,Yes,71.84,2218.44,No
CUST-13580,Male,1,No,No,5,Two year,Credit card,DSL,Yes,Yes,Yes,20.91,119.33,No
CUST-13581,Male,1,No,No,43,Two year,Bank transfer,Fiber optic,No,Yes,Yes,91.83,3796.88,No
CUST-13582,Female,0,Yes,No,7,Month-to-month,Mailed check,DSL,Yes,Yes,No,37.51,291.65,Yes
CUST-13583,Female,0,No,Yes,0,One year,Electronic check,DSL,No,Yes,Yes,42.36,20.0,No
CUST-13584,Male,0,Yes,No,41,Month-to-month,Mailed check,DSL,No,Yes,No,55.41,2085.54,No
CUST-13585,Male,0,No,No,15,One year,Bank transfer,Fiber optic,No,Yes,Yes,33.43,506.53,No
CUST-13586,Male,0,Yes,No,21,Two year,Electronic check,Fiber optic,No,Yes,Yes,39.56,817.61,Yes
CUST-13587,Female,1,Yes,No,9,One year,Electronic check,DSL,No internet service,No,Yes,79.32,741.41,No
CUST-13588,Male,0,Yes,Yes,1,Month-to-month,Electronic check,No,Yes,No,No,29.28,48.52,No
CUST-13589,Female,0,No,Yes,11,One year,Mailed check,Fiber optic,Yes,No,Yes,92.6,948.75,No
CUST-13590,Male,0,Yes,No,17,Two year,Mailed check,No,No internet service,No internet service,No,36.47,593.55,No
CUST-13591,Male,0,No,Yes,0,Month-to-month,Bank transfer,DSL,No,No internet service,No,88.54,20.0,No
CUST-13592,Male,0,No,No,20,Month-to-month,Credit card,No,Yes,No internet service,No,77.68,1601.7,No
CUST-13593,Male,0,No,Yes,53,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,33.32,1814.31,No
CUST-13594,Male,0,No,Yes,5,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,36.05,203.09,No
CUST-13595,Male,0,No,No,62,Month-to-month,Bank transfer,No,No,No internet service,Yes,82.0,5188.04,No
CUST-13596,Female,0,No,No,2,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,96.29,205.35,No
CUST-13597,Male,0,Yes,Yes,41,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,65.99,2704.52,No
CUST-13598,Female,0,No,Yes,44,Month-to-month,Electronic check,No,No,No internet service,Yes,98.93,4032.18,No
CUST-13599,Male,0,No,No,7,One year,Electronic check,DSL,No internet service,No,Yes,100.65,677.81,No
CUST-13600,Male,0,Yes,No,72,Month-to-month,Mailed check,DSL,No,No,No,38.7,2663.0,No
CUST-13601,Female,0,No,No,12,Two year,Credit card,No,Yes,Yes,Yes,104.21,1241.76,No
CUST-13602,Male,0,Yes,Yes,3,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,No,84.97,256.45,Yes
CUST-13603,Female,0,Yes,No,21,One year,Credit card,Fiber optic,Yes,No,Yes,39.85,882.93,No
CUST-13604,Female,0,Yes,Yes,72,Month-to-month,Electronic check,DSL,No,No,Yes,47.31,3403.15,Yes
CUST-13605,Male,0,Yes,No,55,Month-to-month,Mailed check,DSL,No,No internet service,Yes,98.93,5355.33,Yes
CUST-13606,Female,0,No,No,7,Month-to-month,Credit card,DSL,No,No internet service,No,110.11,715.55,No
CUST-13607,Female,0,No,No,20,One year,Mailed check,DSL,Yes,No internet service,Yes,59.68,1194.93,No
CUST-13608,Male,0,No,No,2,One year,Mailed check,DSL,No,No internet service,Yes,120.0,268.97,No
CUST-13609,Female,1,No,Yes,14,Two year,Credit card,Fiber optic,Yes,No,Yes,111.5,1477.33,No
CUST-13610,Male,0,Yes,No,17,Month-to-month,Mailed check,DSL,No,No,No,86.04,1384.84,Yes
CUST-13611,Male,0,Yes,No,9,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,82.76,792.55,Yes
CUST-13612,Male,0,No,No,15,One year,Electronic check,Fiber optic,Yes,Yes,Yes,83.3,1300.62,No
CUST-13613,Male,0,No,No,60,Month-to-month,Credit card,No,No internet service,No,No,19.06,1165.98,No
CUST-13614,Female,1,Yes,Yes,16,Month-to-month,Electronic check,Fiber optic,No,No,Yes,47.58,788.88,No
CUST-13615,Male,0,No,No,42,Month-to-month,Electronic check,DSL,Yes,No internet service,No,64.16,2469.18,No
CUST-13616,Male,1,No,Yes,9,Month-to-month,Mailed check,DSL,No,No internet service,Yes,54.43,516.82,No
CUST-13617,Female,0,No,No,72,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,84.84,6199.88,No
CUST-13618,Male,0,Yes,No,2,Month-to-month,Mailed check,DSL,No,Yes,Yes,70.69,148.3,No
CUST-13619,Male,0,Yes,Yes,21,One year,Credit card,No,Yes,Yes,Yes,83.01,1795.39,No
CUST-13620,Female,0,No,Yes,37,Month-to-month,Credit card,Fiber optic,No,No,No,59.69,2219.99,No
CUST-13621,Female,0,No,No,40,Two year,Electronic check,Fiber optic,No,Yes,Yes,105.33,4172.96,No
CUST-13622,Female,0,Yes,No,5,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,Yes,72.19,372.71,Yes
CUST-13623,Female,0,No,Yes,12,Month-to-month,Mailed check,DSL,No internet service,No,Yes,59.0,711.73,No
CUST-13624,Female,0,No,Yes,23,One year,Electronic check,Fiber optic,Yes,Yes,Yes,86.0,1869.74,No
CUST-13625,Female,1,Yes,No,9,Two year,Bank transfer,DSL,Yes,No internet service,Yes,88.32,735.76,No
CUST-13626,Female,0,Yes,No,25,One year,Electronic check,No,No internet service,No,Yes,68.35,1803.88,No
CUST-13627,Male,0,No,No,11,One year,Credit card,Fiber optic,Yes,Yes,Yes,20.57,239.3,No
CUST-13628,Female,0,Yes,No,10,Two year,Mailed check,Fiber optic,Yes,No internet service,Yes,94.97,880.92,No
CUST-13629,Female,0,No,No,2,One year,Bank transfer,No,No internet service,No internet service,Yes,18.0,54.19,No
CUST-13630,Female,0,Yes,Yes,0,One year,Credit card,Fiber optic,No,No internet service,Yes,25.71,20.0,No
CUST-13631,Male,0,No,Yes,43,Two year,Electronic check,Fiber optic,Yes,No,Yes,68.95,3075.78,No
CUST-13632,Male,0,No,No,16,Month-to-month,Mailed check,Fiber optic,Yes,No internet service,No,52.74,822.78,No
CUST-13633,Female,0,Yes,No,19,Two year,Electronic check,Fiber optic,Yes,No,No,68.29,1358.89,No
CUST-13634,Female,0,No,No,11,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,109.91,1188.37,No
CUST-13635,Female,0,Yes,No,3,Two year,Bank transfer,Fiber optic,No,No,Yes,78.64,238.24,No
CUST-13636,Male,0,Yes,No,14,Month-to-month,Electronic check,DSL,Yes,No,Yes,43.68,596.59,No
CUST-13637,Male,0,No,No,6,Month-to-month,Bank transfer,No,Yes,No,No,91.96,586.75,No
CUST-13638,Female,0,No,No,43,Two year,Mailed check,Fiber optic,No internet service,No,No,24.43,990.7,No
CUST-13639,Male,0,Yes,Yes,72,Month-to-month,Mailed check,DSL,No internet service,Yes,No,47.36,3403.52,No
CUST-13640,Female,1,Yes,No,52,One year,Credit card,No,No internet service,No,Yes,64.82,3420.39,No
CUST-13641,Male,0,Yes,Yes,18,Month-to-month,Mailed check,No,No,No,Yes,48.53,847.09,Yes
CUST-13642,Male,0,Yes,No,23,Month-to-month,Mailed check,Fiber optic,No,Yes,No,86.83,2058.13,Yes
CUST-13643,Female,0,Yes,No,71,Two year,Mailed check,No,Yes,Yes,No,67.26,4542.1,No
CUST-13644,Female,0,No,No,18,Month-to-month,Bank transfer,No,No,Yes,Yes,74.96,1289.41,Yes
CUST-13645,Female,0,Yes,No,24,One year,Mailed check,No,Yes,Yes,Yes,69.86,1547.86,No
CUST-13646,Female,0,No,No,23,Month-to-month,Credit card,DSL,No internet service,No,Yes,94.13,2158.63,No
CUST-13647,Male,0,Yes,Yes,29,Two year,Electronic check,DSL,No,Yes,No,36.4,1054.35,No
CUST-13648,Male,1,No,No,24,One year,Electronic check,Fiber optic,No internet service,No,No,18.0,451.73,No
CUST-13649,Male,0,No,Yes,26,One year,Bank transfer,No,Yes,No,No,88.3,2247.39,No
CUST-13650,Female,0,No,No,31,Two year,Electronic check,No,No,No internet service,No,44.55,1305.55,No
CUST-13651,Male,0,Yes,No,39,Month-to-month,Electronic check,Fiber optic,No,Yes,No,36.73,1331.48,Yes
CUST-13652,Female,0,No,Yes,12,Two year,Electronic check,Fiber optic,Yes,No,Yes,70.31,842.53,No
CUST-13653,Male,0,No,No,32,One year,Credit card,DSL,No,No,Yes,72.91,2307.84,Yes
CUST-13654,Female,1,No,No,2,Month-to-month,Electronic check,DSL,Yes,No,Yes,99.01,225.91,No
CUST-13655,Female,0,No,No,50,Month-to-month,Electronic check,Fiber optic,No,No,No,69.14,3387.79,Yes
CUST-13656,Male,0,Yes,No,8,One year,Bank transfer,No,No,No internet service,No,66.91,576.64,No
CUST-13657,Female,0,No,No,12,One year,Credit card,Fiber optic,No,Yes,Yes,45.66,565.35,No
CUST-13658,Female,0,No,Yes,39,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No,111.14,4018.71,No
CUST-13659,Male,1,No,No,24,Month-to-month,Credit card,No,Yes,Yes,No,99.82,2207.03,No
CUST-13660,Female,0,No,No,8,Month-to-month,Credit card,DSL,Yes,No,Yes,18.0,170.37,No
CUST-13661,Female,0,No,Yes,6,Month-to-month,Mailed check,No,No,No,Yes,107.93,622.62,No
CUST-13662,Female,0,No,No,72,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,48.08,3316.14,No
CUST-13663,Male,0,No,No,2,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,Yes,97.83,197.13,No
CUST-13664,Male,0,No,No,0,Month-to-month,Mailed check,Fiber optic,No,No,No,77.41,20.0,Yes
CUST-13665,Female,0,Yes,Yes,26,Two year,Electronic check,DSL,No internet service,Yes,No,94.74,2590.3,No
CUST-13666,Male,0,No,No,22,One year,Credit card,Fiber optic,Yes,No,Yes,92.6,1881.38,No
CUST-13667,Female,0,No,Yes,32,Month-to-month,Bank transfer,DSL,Yes,Yes,No,79.1,2639.28,No
CUST-13668,Female,1,Yes,No,31,Month-to-month,Credit card,DSL,No internet service,No internet service,Yes,86.59,2462.24,No
CUST-13669,Female,0,Yes,No,47,One year,Bank transfer,Fiber optic,No internet service,No,Yes,40.36,1912.44,No
CUST-13670,Female,0,No,Yes,61,Two year,Mailed check,DSL,Yes,No,Yes,120.0,7151.92,No
CUST-13671,Female,0,No,Yes,35,One year,Credit card,Fiber optic,No,No,Yes,44.18,1581.14,No
CUST-13672,Male,0,Yes,No,6,One year,Credit card,Fiber optic,No internet service,No,Yes,77.43,492.32,No
CUST-13673,Female,1,No,Yes,14,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,68.0,973.59,No
CUST-13674,Male,0,No,Yes,24,Month-to-month,Credit card,No,No internet service,No,No,77.22,1742.55,Yes
CUST-13675,Male,0,Yes,No,18,One year,Electronic check,DSL,No,No,No,33.73,624.21,No
CUST-13676,Female,0,Yes,No,4,Month-to-month,Bank transfer,DSL,No,No,No,65.77,281.16,Yes
CUST-13677,Female,0,No,No,21,Month-to-month,Electronic check,Fiber optic,No,No internet service,No,40.72,898.69,No
CUST-13678,Male,0,No,No,52,Month-to-month,Credit card,Fiber optic,No,No,Yes,18.0,878.43,Yes
CUST-13679,Male,0,Yes,No,13,Month-to-month,Bank transfer,No,Yes,Yes,No,52.15,691.51,Yes
CUST-13680,Male,1,Yes,No,26,One year,Electronic check,DSL,Yes,No,Yes,118.97,2899.42,No
CUST-13681,Female,0,Yes,Yes,22,Month-to-month,Electronic check,No,No,No internet service,Yes,48.82,1093.54,No
CUST-13682,Male,1,No,No,11,Month-to-month,Mailed check,DSL,No,Yes,Yes,78.22,861.27,No
CUST-13683,Female,0,Yes,No,19,One year,Bank transfer,Fiber optic,No,No,No,80.82,1445.77,Yes
CUST-13684,Female,0,No,Yes,5,Two year,Electronic check,Fiber optic,Yes,No internet service,No,91.78,441.49,Yes
CUST-13685,Female,0,Yes,No,18,One year,Credit card,DSL,No,No,Yes,70.73,1299.23,No
CUST-13686,Male,0,No,No,38,One year,Credit card,DSL,Yes,Yes,Yes,90.97,3555.3,Yes
CUST-13687,Female,0,Yes,No,34,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,79.88,2615.08,No
CUST-13688,Female,1,No,No,10,Month-to-month,Electronic check,No,No internet service,No,No,112.98,1142.25,No
CUST-13689,Female,1,No,No,2,Month-to-month,Credit card,DSL,No,No internet service,No,40.39,102.47,Yes
CUST-13690,Female,1,Yes,No,38,Month-to-month,Credit card,DSL,No,Yes,Yes,94.63,3646.64,Yes
CUST-13691,Female,0,Yes,Yes,7,Month-to-month,Electronic check,No,No,No internet service,Yes,75.74,555.17,Yes
CUST-13692,Male,1,No,No,1,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,49.93,69.11,No
CUST-13693,Female,0,Yes,Yes,14,One year,Credit card,DSL,No internet service,No internet service,Yes,64.53,851.61,No
CUST-13694,Female,0,No,Yes,32,Two year,Mailed check,Fiber optic,No,Yes,No,118.44,3969.32,No
CUST-13695,Male,0,Yes,No,39,One year,Credit card,Fiber optic,No,Yes,No,63.12,2348.87,Yes
CUST-13696,Female,0,Yes,Yes,72,Month-to-month,Credit card,No,Yes,Yes,Yes,93.39,6187.05,No
CUST-13697,Male,0,No,Yes,5,One year,Mailed check,DSL,Yes,No,Yes,73.67,399.24,Yes
CUST-13698,Female,0,No,Yes,8,Month-to-month,Credit card,No,Yes,No,Yes,106.28,897.78,Yes
CUST-13699,Male,1,No,No,22,One year,Electronic check,DSL,No,No,No,61.11,1406.67,No
CUST-13700,Male,0,Yes,Yes,40,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,96.74,3802.42,No
CUST-13701,Female,0,Yes,No,6,Month-to-month,Electronic check,Fiber optic,No,Yes,No,55.94,337.64,Yes
CUST-13702,Female,1,No,Yes,12,One year,Mailed check,Fiber optic,Yes,No internet service,No,72.55,909.55,No
CUST-13703,Female,0,Yes,No,12,One year,Electronic check,DSL,No internet service,Yes,No,30.02,394.34,No
CUST-13704,Male,1,Yes,No,35,Two year,Mailed check,No,Yes,No,Yes,36.33,1166.35,No
CUST-13705,Male,0,Yes,No,6,Month-to-month,Electronic check,Fiber optic,No,No,No,66.46,433.06,Yes
CUST-13706,Male,0,Yes,No,72,One year,Mailed check,DSL,Yes,No,No,62.17,4207.26,No
CUST-13707,Female,0,No,No,17,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,18.0,331.88,No
CUST-13708,Male,0,No,No,7,Month-to-month,Bank transfer,DSL,No internet service,Yes,No,72.9,541.3,No
CUST-13709,Male,0,No,No,8,Two year,Credit card,DSL,No,No internet service,Yes,70.3,573.55,No
CUST-13710,Female,0,No,Yes,0,Two year,Electronic check,DSL,No,No internet service,No,37.96,20.0,No
CUST-13711,Male,0,No,No,28,One year,Mailed check,Fiber optic,No,No,No,95.78,2524.02,Yes
CUST-13712,Male,1,No,No,35,Month-to-month,Electronic check,DSL,No,Yes,No,66.82,2209.04,No
CUST-13713,Female,0,No,No,0,Month-to-month,Mailed check,No,No,No internet service,Yes,36.4,20.0,No
CUST-13714,Male,0,Yes,No,21,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,88.61,1734.53,Yes
CUST-13715,Female,0,Yes,No,36,Month-to-month,Mailed check,No,No,No,No,18.0,668.97,No
CUST-13716,Female,0,No,No,11,One year,Electronic check,No,No internet service,No,Yes,18.0,199.14,No
CUST-13717,Female,0,Yes,No,13,Month-to-month,Electronic check,DSL,No,No internet service,Yes,23.46,295.71,No
CUST-13718,Female,1,Yes,No,10,One year,Electronic check,DSL,No,No,Yes,72.73,730.23,Yes
CUST-13719,Female,0,No,No,9,One year,Bank transfer,DSL,No,No,Yes,84.02,730.73,No
CUST-13720,Male,0,No,Yes,16,One year,Electronic check,No,No,No internet service,No,39.82,639.04,No
CUST-13721,Male,0,No,No,4,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,76.67,321.67,Yes
CUST-13722,Female,0,Yes,No,13,Month-to-month,Electronic check,DSL,No,No internet service,No,106.48,1330.45,No
CUST-13723,Female,0,No,No,68,Month-to-month,Credit card,No,No,No,Yes,47.58,3358.53,No
CUST-13724,Male,0,No,Yes,0,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,No,23.31,20.0,Yes
CUST-13725,Female,0,No,Yes,4,Two year,Electronic check,Fiber optic,No,Yes,No,120.0,511.2,No
CUST-13726,Female,0,Yes,No,36,Two year,Bank transfer,DSL,Yes,Yes,Yes,71.7,2688.8,No
CUST-13727,Female,0,Yes,Yes,3,One year,Mailed check,DSL,No,No internet service,No,29.08,110.15,No
CUST-13728,Male,0,Yes,No,7,One year,Credit card,Fiber optic,No internet service,No internet service,No,49.65,336.22,No
CUST-13729,Male,0,Yes,Yes,14,One year,Bank transfer,Fiber optic,No,No internet service,No,18.0,248.5,Yes
CUST-13730,Female,0,Yes,Yes,68,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,33.17,2250.31,Yes
CUST-13731,Female,1,Yes,No,4,Month-to-month,Bank transfer,No,No,Yes,Yes,69.09,285.72,No
CUST-13732,Male,0,No,Yes,61,Month-to-month,Mailed check,DSL,No,Yes,No,73.37,4566.11,No
